"ID"	"PlayerID"	"ScenarioID"	"Timestamp"	"RT"	"Accuracy"	"PlayerRating"	"ScenarioRating"
"1"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:28"	"119351.644060812"	"1"	"2.03639509277169"	"1.58778390722831"
"2"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:28"	"120288.549489649"	"0"	"2.00284085961173"	"1.62133814038827"
"3"	"PresetAI"	"Very Easy AI"	"2017-01-13T02:18:28"	"122336.852199021"	"1"	"2.01148957348727"	"-0.377682762857392"
"4"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:28"	"123503.653781785"	"1"	"2.03474896314136"	"1.59745941787357"
"5"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:28"	"129712.412763159"	"0"	"2.00372350745244"	"1.62932846601323"
"6"	"PresetAI"	"Very Easy AI"	"2017-01-13T02:18:28"	"121889.984529644"	"1"	"2.01176625340016"	"-0.386627499004858"
"7"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:28"	"100790.890002422"	"1"	"2.02341756623871"	"0.254006213785558"
"8"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:28"	"119786.819914172"	"1"	"2.03406102440935"	"0.241478340069945"
"9"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:28"	"109064.70517185"	"0"	"1.99556290236731"	"0.286952631877988"
"10"	"PresetAI"	"Medium Shape AI"	"2017-01-13T02:18:29"	"125487.468755977"	"1"	"2.01548129032578"	"1.59810256542822"
"11"	"PresetAI"	"Medium Shape AI"	"2017-01-13T02:18:29"	"113723.345147397"	"0"	"1.9888430817001"	"1.63241940358656"
"12"	"PresetAI"	"Very Hard AI"	"2017-01-13T02:18:29"	"104781.813388825"	"0"	"1.96640838172294"	"2.03079427092474"
"13"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:29"	"131270.146205975"	"1"	"1.98506686787014"	"1.60565725224439"
"14"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:29"	"138575.407085968"	"1"	"1.99394396896543"	"0.274990823838387"
"15"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:29"	"111681.644412767"	"1"	"2.01167996977574"	"1.58224292706399"
"16"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:29"	"116809.652958385"	"1"	"2.02848781270953"	"1.55990079438371"
"17"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:29"	"115967.074172612"	"1"	"2.03688665745075"	"0.262748439978307"
"18"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:29"	"121649.956854621"	"1"	"2.04481364932683"	"0.251082954116998"
"19"	"PresetAI"	"Very Hard AI"	"2017-01-13T02:18:30"	"119993.33791595"	"0"	"2.02708718107184"	"2.06101912463141"
"20"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:30"	"106831.551122215"	"1"	"2.03481794217404"	"0.239125561944892"
"21"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:30"	"104822.606497893"	"1"	"2.04893705772579"	"1.53780130917227"
"22"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:30"	"125046.721920562"	"0"	"2.02965189144995"	"1.56836829771949"
"23"	"PresetAI"	"Very Easy AI"	"2017-01-13T02:18:30"	"135754.133560272"	"1"	"2.03395827979654"	"-0.395101359944932"
"24"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:30"	"119256.873405391"	"0"	"2.01050362488942"	"0.281036338746144"
"25"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:30"	"101861.330402601"	"1"	"2.01710466026917"	"0.269034456237506"
"26"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:30"	"121078.00527133"	"1"	"2.02847825996636"	"1.54730358348741"
"27"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:30"	"118179.458512328"	"1"	"2.0341531534404"	"0.257966651573864"
"28"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:30"	"119036.456897985"	"1"	"2.0443743526805"	"1.52692755643085"
"29"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:30"	"119199.534709676"	"1"	"2.05399471483868"	"1.50729416427128"
"30"	"PresetAI"	"Hard AI"	"2017-01-13T02:18:30"	"92730.3205768712"	"0"	"2.03987655783088"	"1.53684145000904"
"31"	"PresetAI"	"Easy AI"	"2017-01-13T02:18:30"	"122205.705238747"	"1"	"2.04435057270032"	"0.247297846885199"
