"ID"	"PlayerID"	"ScenarioID"	"Timestamp"	"RT"	"Accuracy"	"PlayerRating"	"ScenarioRating"
"1"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:35"	"126364.909604655"	"1"	"2.03613209531379"	"1.58804690468621"
"2"	"PresetAI"	"Medium Color AI"	"2017-01-13T02:16:35"	"128602.109364589"	"0"	"2.0037013199664"	"1.68884197130798"
"3"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:35"	"107945.427275847"	"1"	"2.01634305317478"	"0.25437088075165"
"4"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:35"	"139760.550991899"	"1"	"2.03857434499694"	"1.5646281848142"
"5"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:35"	"110479.14493678"	"1"	"2.05028514260024"	"0.241699014652029"
"6"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:35"	"128309.904660979"	"1"	"2.06100629118034"	"0.230078887774841"
"7"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:35"	"117011.134485312"	"1"	"2.08182401621552"	"1.54142371423358"
"8"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:35"	"109203.297375059"	"1"	"2.1020267782118"	"1.51885189871331"
"9"	"PresetAI"	"Medium Shape AI"	"2017-01-13T02:16:35"	"123058.198259379"	"0"	"2.07371191916859"	"1.65882525718885"
"10"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:35"	"118262.779498764"	"1"	"2.08352327210052"	"0.218446871412242"
"11"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:35"	"121772.318622294"	"1"	"2.09288757478603"	"0.207302032300614"
"12"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:36"	"112816.781435074"	"0"	"2.06541045894018"	"1.55260096491529"
"13"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:36"	"104779.407282139"	"1"	"2.07478919907416"	"0.195726784254204"
"14"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:36"	"143086.668530505"	"1"	"2.09118415003111"	"1.53168326886676"
"15"	"PresetAI"	"Very Hard AI"	"2017-01-13T02:16:36"	"126374.323868968"	"0"	"2.07049403531361"	"2.0313960278401"
"16"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:36"	"125090.407926138"	"1"	"2.08628700006731"	"1.51069018157221"
"17"	"PresetAI"	"Medium Shape AI"	"2017-01-13T02:16:36"	"124533.170701527"	"1"	"2.10203303705668"	"1.63395597988377"
"18"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:36"	"112771.792610118"	"1"	"2.10966818656415"	"0.184805200828297"
"19"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:36"	"120333.637999868"	"1"	"2.11682474004149"	"0.174471522713035"
"20"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:37"	"126226.913244076"	"0"	"2.09551936184505"	"1.54269779625802"
"21"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:37"	"109980.473182235"	"1"	"2.10243233133675"	"0.163969126754489"
"22"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:37"	"104073.018629545"	"1"	"2.11558675786946"	"1.52184803020369"
"23"	"PresetAI"	"Easy AI"	"2017-01-13T02:16:37"	"116408.204768499"	"1"	"2.12177244998047"	"0.154033559115041"
"24"	"PresetAI"	"Medium Color AI"	"2017-01-13T02:16:37"	"127278.195040788"	"0"	"2.10516014241991"	"1.72403753817357"
"25"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:37"	"134172.263902567"	"1"	"2.11612453974362"	"1.5025209569551"
"26"	"PresetAI"	"Hard AI"	"2017-01-13T02:16:37"	"112014.621833807"	"0"	"2.09898985764364"	"1.53326259248742"
